PointOfSale;Product;Date;Stock
121017;18110750200742;2019-08-03;16
121017;18110750200742;2019-08-04;16
121017;18110750200742;2019-08-05;16
121017;18110750200742;2019-08-06;16
121017;18110750200742;2019-08-07;16
121017;18110750200742;2019-08-08;16
121017;18110750200742;2019-08-09;16
121017;18110750200742;2019-08-10;16
121017;18110750200742;2019-08-11;16
121017;18110750200742;2019-08-12;16
121017;18110750200742;2019-08-13;16
121017;18110750200742;2019-08-14;16
121017;18110750200742;2019-08-15;16
121017;18110750200742;2019-08-16;16
121017;18110750200742;2019-07-23;15
121017;18110750200742;2019-07-24;15
121017;18110750200742;2019-07-25;15
121017;18110750200742;2019-07-26;15
121017;18110750200742;2019-06-28;15
121017;18110750200742;2019-06-29;15
121017;18110750200742;2019-06-30;15
121017;18110750200742;2019-07-01;15
121017;18110750200742;2019-07-02;15
121017;18110750200742;2019-07-04;15
121017;18110750200742;2019-07-05;15
121017;18110750200742;2019-07-06;15
121017;18110750200742;2019-07-07;15
121017;18110750200742;2019-07-08;15
121017;18110750200742;2019-07-09;15
121017;18110750200742;2019-07-10;15
121017;18110750200742;2019-07-11;15
121017;18110750200742;2019-07-12;15
121017;18110750200742;2019-07-13;15
121017;18110750200742;2019-07-14;15
121017;18110750200742;2019-07-15;15
121017;18110750200742;2019-07-16;15
121017;18110750200742;2019-07-17;15
121017;18110750200742;2019-07-18;15
121017;18110750200742;2019-07-19;15
121017;18110750200742;2019-07-20;15
121017;18110750200742;2019-07-21;15
121017;18110750200742;2019-07-22;15
121017;18110750200742;2019-06-01;15
121017;18110750200742;2019-06-02;15
121017;18110750200742;2019-06-03;15
121017;18110750200742;2019-06-04;15
121017;18110750200742;2019-06-05;15
121017;18110750200742;2019-06-06;15
121017;18110750200742;2019-06-07;15
121017;18110750200742;2019-06-08;15
121017;18110750200742;2019-06-09;15
121017;18110750200742;2019-06-10;15
121017;18110750200742;2019-06-11;15
121017;18110750200742;2019-06-12;15
121017;18110750200742;2019-06-13;15
121017;18110750200742;2019-06-14;15
121017;18110750200742;2019-06-15;15
121017;18110750200742;2019-06-16;15
121017;18110750200742;2019-06-17;15
121017;18110750200742;2019-06-18;15
121017;18110750200742;2019-06-19;15
121017;18110750200742;2019-06-20;15
121017;18110750200742;2019-06-21;15
121017;18110750200742;2019-06-22;15
121017;18110750200742;2019-06-23;15
121017;18110750200742;2019-06-24;15
121017;18110750200742;2019-06-25;15
121017;18110750200742;2019-06-26;15
121017;18110750200742;2019-06-27;15
121017;18110750200744;2019-07-03;12
121017;18110750200744;2019-08-17;10
121017;18110750200744;2019-08-18;10
121017;18110750200744;2019-08-19;10
121017;18110750200744;2019-08-20;10
121017;18110750200744;2019-08-21;10
121017;18110750200744;2019-08-22;10
121017;18110750200744;2019-07-27;9
121017;18110750200744;2019-07-28;9
121017;18110750200744;2019-07-29;9
121017;18110750200744;2019-07-30;9
121017;18110750200744;2019-07-31;9
121017;18110750200744;2019-08-01;9
121017;18110750200744;2019-08-02;9
121017;18110750200744;2019-08-03;9
121017;18110750200744;2019-08-04;9
121017;18110750200744;2019-08-05;9
121017;18110750200744;2019-08-06;10
121017;18110750200744;2019-08-07;10
121017;18110750200744;2019-08-08;10
121017;18110750200744;2019-08-09;10
121017;18110750200744;2019-08-10;10
121017;18110750200744;2019-08-11;10
121017;18110750200744;2019-08-12;10
121017;18110750200744;2019-08-13;10
121017;18110750200744;2019-08-14;10
121017;18110750200744;2019-08-15;10
121017;18110750200744;2019-08-16;10
121017;18110750200744;2019-07-23;8
121017;18110750200744;2019-07-24;8
121017;18110750200744;2019-07-25;8
121017;18110750200744;2019-07-26;8
121017;18110750200744;2019-06-28;12
121017;18110750200744;2019-06-29;12
121017;18110750200744;2019-06-30;12
121017;18110750200744;2019-07-01;12
121017;18110750200744;2019-07-02;12
121017;18110750200744;2019-07-04;12
121017;18110750200744;2019-07-05;12
121017;18110750200744;2019-07-06;12
121017;18110750200744;2019-07-07;12
121017;18110750200744;2019-07-08;12
121017;18110750200744;2019-07-09;12
121017;18110750200744;2019-07-10;12
121017;18110750200744;2019-07-11;12
121017;18110750200744;2019-07-12;11
121017;18110750200744;2019-07-13;8
121017;18110750200744;2019-07-14;8
121017;18110750200744;2019-07-15;8
121017;18110750200744;2019-07-16;8
121017;18110750200744;2019-07-17;8
121017;18110750200744;2019-07-18;8
121017;18110750200744;2019-07-19;8
121017;18110750200744;2019-07-20;8
121017;18110750200744;2019-07-21;8
121017;18110750200744;2019-07-22;8
121017;18110750200744;2019-06-01;12
121017;18110750200744;2019-06-02;12
121017;18110750200744;2019-06-03;12
121017;18110750200744;2019-06-04;12
121017;18110750200744;2019-06-05;12
121017;18110750200744;2019-06-06;12
121017;18110750200744;2019-06-07;12
121017;18110750200744;2019-06-08;12
121017;18110750200744;2019-06-09;12
121017;18110750200744;2019-06-10;12
121017;18110750200744;2019-06-11;12
121017;18110750200744;2019-06-12;12
121017;18110750200744;2019-06-13;12
121017;18110750200744;2019-06-14;12
121017;18110750200744;2019-06-15;12
121017;18110750200744;2019-06-16;12
121017;18110750200744;2019-06-17;12
121017;18110750200744;2019-06-18;12
121017;18110750200744;2019-06-19;12
121017;18110750200744;2019-06-20;12
121017;18110750200744;2019-06-21;12
121017;18110750200744;2019-06-22;12
121017;18110750200744;2019-06-23;12
121017;18110750200744;2019-06-24;12
121017;18110750200744;2019-06-25;12
121017;18110750200744;2019-06-26;12
121017;18110750200744;2019-06-27;12
121017;18110750200746;2019-07-03;11
121017;18110750200746;2019-08-17;11
121017;18110750200746;2019-08-18;11
121017;18110750200746;2019-08-19;11
121017;18110750200746;2019-08-20;11
121017;18110750200746;2019-08-21;11
121017;18110750200746;2019-08-22;11
121017;18110750200746;2019-07-27;11
121017;18110750200746;2019-07-28;11
121017;18110750200746;2019-07-29;11
121017;18110750200746;2019-07-30;11
121017;18110750200746;2019-07-31;11
121017;18110750200746;2019-08-01;11
121017;18110750200746;2019-08-02;11
121017;18110750200746;2019-08-03;11
121017;18110750200746;2019-08-04;11
121017;18110750200746;2019-08-05;11
121017;18110750200746;2019-08-06;11
121017;18110750200746;2019-08-07;11
121017;18110750200746;2019-08-08;11
121017;18110750200746;2019-08-09;11
121017;18110750200746;2019-08-10;11
121017;18110750200746;2019-08-11;11
121017;18110750200746;2019-08-12;11
121017;18110750200746;2019-08-13;11
121017;18110750200746;2019-08-14;11
121017;18110750200746;2019-08-15;11
121017;18110750200746;2019-08-16;11
121017;18110750200746;2019-07-23;11
121017;18110750200746;2019-07-24;11
121017;18110750200746;2019-07-25;11
121017;18110750200746;2019-07-26;11
121017;18110750200746;2019-06-28;11
121017;18110750200746;2019-06-29;11
121017;18110750200746;2019-06-30;11
121017;18110750200746;2019-07-01;11
121017;18110750200746;2019-07-02;11
121017;18110750200746;2019-07-04;11
121017;18110750200746;2019-07-05;11
121017;18110750200746;2019-07-06;11
121017;18110750200746;2019-07-07;11
121017;18110750200746;2019-07-08;11
121017;18110750200746;2019-07-09;11
121017;18110750200746;2019-07-10;11
121017;18110750200746;2019-07-11;11
121017;18110750200746;2019-07-12;11
121017;18110750200746;2019-07-13;11
121017;18110750200746;2019-07-14;11
121017;18110750200746;2019-07-15;11
121017;18110750200746;2019-07-16;11
121017;18110750200746;2019-07-17;11
121017;18110750200746;2019-07-18;11
121017;18110750200746;2019-07-19;11
121017;18110750200746;2019-07-20;11
121017;18110750200746;2019-07-21;11
121017;18110750200746;2019-07-22;11
121017;18110750200746;2019-06-01;11
121017;18110750200746;2019-06-02;11
121017;18110750200746;2019-06-03;11
121017;18110750200746;2019-06-04;11
121017;18110750200746;2019-06-05;11
121017;18110750200746;2019-06-06;11
121017;18110750200746;2019-06-07;11
121017;18110750200746;2019-06-08;11
121017;18110750200746;2019-06-09;11
121017;18110750200746;2019-06-10;11
121017;18110750200746;2019-06-11;11
121017;18110750200746;2019-06-12;11
121017;18110750200746;2019-06-13;11
121017;18110750200746;2019-06-14;11
121017;18110750200746;2019-06-15;11
121017;18110750200746;2019-06-16;11
121017;18110750200746;2019-06-17;11
121017;18110750200746;2019-06-18;11
121017;18110750200746;2019-06-19;11
121017;18110750200746;2019-06-20;11
121017;18110750200746;2019-06-21;11
121017;18110750200746;2019-06-22;11
121017;18110750200746;2019-06-23;11
121017;18110750200746;2019-06-24;11
121017;18110750200746;2019-06-25;11
121017;18110750200746;2019-06-26;11
121017;18110750200746;2019-06-27;11
121017;18110750200748;2019-07-03;12
121017;18110750200748;2019-08-17;13
121017;18110750200748;2019-08-18;13
121017;18110750200748;2019-08-19;13
121017;18110750200748;2019-08-20;13
121017;18110750200748;2019-08-21;13
121017;18110750200748;2019-08-22;13
121017;18110750200748;2019-07-27;13
121017;18110750200748;2019-07-28;13
121017;18110750200748;2019-07-29;13
121017;18110750200748;2019-07-30;13
121017;18110750200748;2019-07-31;13
121017;18110750200748;2019-08-01;13
121017;18110750200748;2019-08-02;13
121017;18110750200748;2019-08-03;13
121017;18110750200748;2019-08-04;13
121017;18110750200748;2019-08-05;13
121017;18110750200748;2019-08-06;13
121017;18110750200748;2019-08-07;13
121017;18110750200748;2019-08-08;13
121017;18110750200748;2019-08-09;13
121017;18110750200748;2019-08-10;13
121017;18110750200748;2019-08-11;13
121017;18110750200748;2019-08-12;13
121017;18110750200748;2019-08-13;13
121017;18110750200748;2019-08-14;13
121017;18110750200748;2019-08-15;13
121017;18110750200748;2019-08-16;13
121017;18110750200748;2019-07-23;12
121017;18110750200748;2019-07-24;12
121017;18110750200748;2019-07-25;12
121017;18110750200748;2019-07-26;12
121017;18110750200748;2019-06-28;12
121017;18110750200748;2019-06-29;12
121017;18110750200748;2019-06-30;12
121017;18110750200748;2019-07-01;12
121017;18110750200748;2019-07-02;12
121017;18110750200748;2019-07-04;12
121017;18110750200748;2019-07-05;12
121017;18110750200748;2019-07-06;12
121017;18110750200748;2019-07-07;12
121017;18110750200748;2019-07-08;12
121017;18110750200748;2019-07-09;12
121017;18110750200748;2019-07-10;12
121017;18110750200748;2019-07-11;12
121017;18110750200748;2019-07-12;12
121017;18110750200748;2019-07-13;12
121017;18110750200748;2019-07-14;12
121017;18110750200748;2019-07-15;12
121017;18110750200748;2019-07-16;12
121017;18110750200748;2019-07-17;12
121017;18110750200748;2019-07-18;12
121017;18110750200748;2019-07-19;12
121017;18110750200748;2019-07-20;12
121017;18110750200748;2019-07-21;12
121017;18110750200748;2019-07-22;12
121017;18110750200748;2019-06-01;12
121017;18110750200748;2019-06-02;12
121017;18110750200748;2019-06-03;12
121017;18110750200748;2019-06-04;12
121017;18110750200748;2019-06-05;12
121017;18110750200748;2019-06-06;12
121017;18110750200748;2019-06-07;12
121017;18110750200748;2019-06-08;12
121017;18110750200748;2019-06-09;12
121017;18110750200748;2019-06-10;12
121017;18110750200748;2019-06-11;12
121017;18110750200748;2019-06-12;12
121017;18110750200748;2019-06-13;12
121017;18110750200748;2019-06-14;12
121017;18110750200748;2019-06-15;12
121017;18110750200748;2019-06-16;12
121017;18110750200748;2019-06-17;12
121017;18110750200748;2019-06-18;12
121017;18110750200748;2019-06-19;12
121017;18110750200748;2019-06-20;12
121017;18110750200748;2019-06-21;12
121017;18110750200748;2019-06-22;12
121017;18110750200748;2019-06-23;12
121017;18110750200748;2019-06-24;12
121017;18110750200748;2019-06-25;12
121017;18110750200748;2019-06-26;12
121017;18110750200748;2019-06-27;12
121017;18110750510232;2019-07-03;13
121017;18110750510232;2019-08-17;15
121017;18110750510232;2019-08-18;15
121017;18110750510232;2019-08-19;15
121017;18110750510232;2019-08-20;15
121017;18110750510232;2019-08-21;15
121017;18110750510232;2019-08-22;15
121017;18110750510232;2019-07-27;15
121017;18110750510232;2019-07-28;15
121017;18110750510232;2019-07-29;15
121017;18110750510232;2019-07-30;15
121017;18110750510232;2019-07-31;15
121017;18110750510232;2019-08-01;15
121017;18110750510232;2019-08-02;15
121017;18110750510232;2019-08-03;15
121017;18110750510232;2019-08-04;15
121017;18110750510232;2019-08-05;15
121017;18110750510232;2019-08-06;15
121017;18110750510232;2019-08-07;15
121017;18110750510232;2019-08-08;15
121017;18110750510232;2019-08-09;15
121017;18110750510232;2019-08-10;15
121017;18110750510232;2019-08-11;15
121017;18110750510232;2019-08-12;15
121017;18110750510232;2019-08-13;15
121017;18110750510232;2019-08-14;15
121017;18110750510232;2019-08-15;15
121017;18110750510232;2019-08-16;15
121017;18110750510232;2019-07-23;13
121017;18110750510232;2019-07-24;13
121017;18110750510232;2019-07-25;13
121017;18110750510232;2019-07-26;13
121017;18110750510232;2019-06-28;13
121017;18110750510232;2019-06-29;13
121017;18110750510232;2019-06-30;13
121017;18110750510232;2019-07-01;13
121017;18110750510232;2019-07-02;13
121017;18110750510232;2019-07-04;13
121017;18110750510232;2019-07-05;13
121017;18110750510232;2019-07-06;13
121017;18110750510232;2019-07-07;13
121017;18110750510232;2019-07-08;13
121017;18110750510232;2019-07-09;13
121017;18110750510232;2019-07-10;13
121017;18110750510232;2019-07-11;13
121017;18110750510232;2019-07-12;13
121017;18110750510232;2019-07-13;13
121017;18110750510232;2019-07-14;13
121017;18110750510232;2019-07-15;13
121017;18110750510232;2019-07-16;13
121017;18110750510232;2019-07-17;13
121017;18110750510232;2019-07-18;13
121017;18110750510232;2019-07-19;13
121017;18110750510232;2019-07-20;13
121017;18110750510232;2019-07-21;13
121017;18110750510232;2019-07-22;13
121017;18110750510232;2019-06-01;13
121017;18110750510232;2019-06-02;13
121017;18110750510232;2019-06-03;13
121017;18110750510232;2019-06-04;13
121017;18110750510232;2019-06-05;13
121017;18110750510232;2019-06-06;13
121017;18110750510232;2019-06-07;13
121017;18110750510232;2019-06-08;13
121017;18110750510232;2019-06-09;13
121017;18110750510232;2019-06-10;13
121017;18110750510232;2019-06-11;13
121017;18110750510232;2019-06-12;13
121017;18110750510232;2019-06-13;13
121017;18110750510232;2019-06-14;13
121017;18110750510232;2019-06-15;13
121017;18110750510232;2019-06-16;13
121017;18110750510232;2019-06-17;13
121017;18110750510232;2019-06-18;13
121017;18110750510232;2019-06-19;13
121017;18110750510232;2019-06-20;13
121017;18110750510232;2019-06-21;13
121017;18110750510232;2019-06-22;13
121017;18110750510232;2019-06-23;13
121017;18110750510232;2019-06-24;13
121017;18110750510232;2019-06-25;13
121017;18110750510232;2019-06-26;13
121017;18110750510232;2019-06-27;13
121017;18110750510234;2019-07-03;16
121017;18110750510234;2019-08-17;16
121017;18110750510234;2019-08-18;16
121017;18110750510234;2019-08-19;16
121017;18110750510234;2019-08-20;16
121017;18110750510234;2019-08-21;16
121017;18110750510234;2019-08-22;16
121017;18110750510234;2019-07-27;16
121017;18110750510234;2019-07-28;16
121017;18110750510234;2019-07-29;16
121017;18110750510234;2019-07-30;16
121017;18110750510234;2019-07-31;16
121017;18110750510234;2019-08-01;16
121017;18110750510234;2019-08-02;16
121017;18110750510234;2019-08-03;16
121017;18110750510234;2019-08-04;16
121017;18110750510234;2019-08-05;16
121017;18110750510234;2019-08-06;16
121017;18110750510234;2019-08-07;16
121017;18110750510234;2019-08-08;16
121017;18110750510234;2019-08-09;16
121017;18110750510234;2019-08-10;16
121017;18110750510234;2019-08-11;16
121017;18110750510234;2019-08-12;16
121017;18110750510234;2019-08-13;16
121017;18110750510234;2019-08-14;16
121017;18110750510234;2019-08-15;16
121017;18110750510234;2019-08-16;16
121017;18110750510234;2019-07-23;16
121017;18110750510234;2019-07-24;16
121017;18110750510234;2019-07-25;16
121017;18110750510234;2019-07-26;16
121017;18110750510234;2019-06-28;16
121017;18110750510234;2019-06-29;16
121017;18110750510234;2019-06-30;16
121017;18110750510234;2019-07-01;16
121017;18110750510234;2019-07-02;16
121017;18110750510234;2019-07-04;16
121017;18110750510234;2019-07-05;16
121017;18110750510234;2019-07-06;16
121017;18110750510234;2019-07-07;16
121017;18110750510234;2019-07-08;16
121017;18110750510234;2019-07-09;16
121017;18110750510234;2019-07-10;16
121017;18110750510234;2019-07-11;16
121017;18110750510234;2019-07-12;16
121017;18110750510234;2019-07-13;16
121017;18110750510234;2019-07-14;16
121017;18110750510234;2019-07-15;16
121017;18110750510234;2019-07-16;16
121017;18110750510234;2019-07-17;16
121017;18110750510234;2019-07-18;16
121017;18110750510234;2019-07-19;16
121017;18110750510234;2019-07-20;16
121017;18110750510234;2019-07-21;16
121017;18110750510234;2019-07-22;16
121017;18110750510234;2019-06-01;16
121017;18110750510234;2019-06-02;16
121017;18110750510234;2019-06-03;16
121017;18110750510234;2019-06-04;16
121017;18110750510234;2019-06-05;16
121017;18110750510234;2019-06-06;16
121017;18110750510234;2019-06-07;16
121017;18110750510234;2019-06-08;16
121017;18110750510234;2019-06-09;16
121017;18110750510234;2019-06-10;16
121017;18110750510234;2019-06-11;16
121017;18110750510234;2019-06-12;16
121017;18110750510234;2019-06-13;16
121017;18110750510234;2019-06-14;16
121017;18110750510234;2019-06-15;16
121017;18110750510234;2019-06-16;16
121017;18110750510234;2019-06-17;16
121017;18110750510234;2019-06-18;16
121017;18110750510234;2019-06-19;16
121017;18110750510234;2019-06-20;16
121017;18110750510234;2019-06-21;16
121017;18110750510234;2019-06-22;16
121017;18110750510234;2019-06-23;16
121017;18110750510234;2019-06-24;16
121017;18110750510234;2019-06-25;16
121017;18110750510234;2019-06-26;16
121017;18110750510234;2019-06-27;16
121017;18110750510236;2019-07-03;12
121017;18110750510236;2019-08-17;11
121017;18110750510236;2019-08-18;11
121017;18110750510236;2019-08-19;11
121017;18110750510236;2019-08-20;11
121017;18110750510236;2019-08-21;11
121017;18110750510236;2019-08-22;11
121017;18110750510236;2019-07-27;11
121017;18110750510236;2019-07-28;11
121017;18110750510236;2019-07-29;11
121017;18110750510236;2019-07-30;11
121017;18110750510236;2019-07-31;11
121017;18110750510236;2019-08-01;11
121017;18110750510236;2019-08-02;11
121017;18110750510236;2019-08-03;11
121017;18110750510236;2019-08-04;11
121017;18110750510236;2019-08-05;11
121017;18110750510236;2019-08-06;11
121017;18110750510236;2019-08-07;11
121017;18110750510236;2019-08-08;11
121017;18110750510236;2019-08-09;11
121017;18110750510236;2019-08-10;11
121017;18110750510236;2019-08-11;11
121017;18110750510236;2019-08-12;11
121017;18110750510236;2019-08-13;11
121017;18110750510236;2019-08-14;11
121017;18110750510236;2019-08-15;11
121017;18110750510236;2019-08-16;11
121017;18110750510236;2019-07-23;12
121017;18110750510236;2019-07-24;12
121017;18110750510236;2019-07-25;12
121017;18110750510236;2019-07-26;12
121017;18110750510236;2019-06-28;12
121017;18110750510236;2019-06-29;12
121017;18110750510236;2019-06-30;12
121017;18110750510236;2019-07-01;12
121017;18110750510236;2019-07-02;12
121017;18110750510236;2019-07-04;12
121017;18110750510236;2019-07-05;12
121017;18110750510236;2019-07-06;12
121017;18110750510236;2019-07-07;12
121017;18110750510236;2019-07-08;12
121017;18110750510236;2019-07-09;12
121017;18110750510236;2019-07-10;12
121017;18110750510236;2019-07-11;12
121017;18110750510236;2019-07-12;12
121017;18110750510236;2019-07-13;12
121017;18110750510236;2019-07-14;12
121017;18110750510236;2019-07-15;12
121017;18110750510236;2019-07-16;12
121017;18110750510236;2019-07-17;12
121017;18110750510236;2019-07-18;12
121017;18110750510236;2019-07-19;12
121017;18110750510236;2019-07-20;12
121017;18110750510236;2019-07-21;12
121017;18110750510236;2019-07-22;12
121017;18110750510236;2019-06-01;12
121017;18110750510236;2019-06-02;12
121017;18110750510236;2019-06-03;12
121017;18110750510236;2019-06-04;12
121017;18110750510236;2019-06-05;12
121017;18110750510236;2019-06-06;12
121017;18110750510236;2019-06-07;12
121017;18110750510236;2019-06-08;12
121017;18110750510236;2019-06-09;12
121017;18110750510236;2019-06-10;12
121017;18110750510236;2019-06-11;12
121017;18110750510236;2019-06-12;12
121017;18110750510236;2019-06-13;12
121017;18110750510236;2019-06-14;12
121017;18110750510236;2019-06-15;12
121017;18110750510236;2019-06-16;12
121017;18110750510236;2019-06-17;12
121017;18110750510236;2019-06-18;12
121017;18110750510236;2019-06-19;12
121017;18110750510236;2019-06-20;12
121017;18110750510236;2019-06-21;12
121017;18110750510236;2019-06-22;12
121017;18110750510236;2019-06-23;12
121017;18110750510236;2019-06-24;12
121017;18110750510236;2019-06-25;12
121017;18110750510236;2019-06-26;12
121017;18110750510236;2019-06-27;12
121017;18110750510238;2019-07-03;14
121017;18110750510238;2019-08-17;9
121017;18110750510238;2019-08-18;9
121017;18110750510238;2019-08-19;9
121017;18110750510238;2019-08-20;9
121017;18110750510238;2019-08-21;9
121017;18110750510238;2019-08-22;9
121017;18110750510238;2019-07-27;9
121017;18110750510238;2019-07-28;9
121017;18110750510238;2019-07-29;9
121017;18110750510238;2019-07-30;9
121017;18110750510238;2019-07-31;9
121017;18110750510238;2019-08-01;9
121017;18110750510238;2019-08-02;9
121017;18110750510238;2019-08-03;9
121017;18110750510238;2019-08-04;9
121017;18110750510238;2019-08-05;9
121017;18110750510238;2019-08-06;9
121017;18110750510238;2019-08-07;9
121017;18110750510238;2019-08-08;9
121017;18110750510238;2019-08-09;9
121017;18110750510238;2019-08-10;9
121017;18110750510238;2019-08-11;9
121017;18110750510238;2019-08-12;9
121017;18110750510238;2019-08-13;9
121017;18110750510238;2019-08-14;9
121017;18110750510238;2019-08-15;9
121017;18110750510238;2019-08-16;9
121017;18110750510238;2019-07-23;8
121017;18110750510238;2019-07-24;8
121017;18110750510238;2019-07-25;8
121017;18110750510238;2019-07-26;8
121017;18110750510238;2019-06-28;14
121017;18110750510238;2019-06-29;14
121017;18110750510238;2019-06-30;14
121017;18110750510238;2019-07-01;14
121017;18110750510238;2019-07-02;14
121017;18110750510238;2019-07-04;14
121017;18110750510238;2019-07-05;14
121017;18110750510238;2019-07-06;14
121017;18110750510238;2019-07-07;14
121017;18110750510238;2019-07-08;14
121017;18110750510238;2019-07-09;14
121017;18110750510238;2019-07-10;14
121017;18110750510238;2019-07-11;14
121017;18110750510238;2019-07-12;8
121017;18110750510238;2019-07-13;7
121017;18110750510238;2019-07-14;7
121017;18110750510238;2019-07-15;7
121017;18110750510238;2019-07-16;7
121017;18110750510238;2019-07-17;7
121017;18110750510238;2019-07-18;7
121017;18110750510238;2019-07-19;7
121017;18110750510238;2019-07-20;7
121017;18110750510238;2019-07-21;7
121017;18110750510238;2019-07-22;8
121017;18110750510238;2019-06-01;14
121017;18110750510238;2019-06-02;14
121017;18110750510238;2019-06-03;14
121017;18110750510238;2019-06-04;14
121017;18110750510238;2019-06-05;14
121017;18110750510238;2019-06-06;14
121017;18110750510238;2019-06-07;14
121017;18110750510238;2019-06-08;14
121017;18110750510238;2019-06-09;14
121017;18110750510238;2019-06-10;14
121017;18110750510238;2019-06-11;14
121017;18110750510238;2019-06-12;14
121017;18110750510238;2019-06-13;14
121017;18110750510238;2019-06-14;14
121017;18110750510238;2019-06-15;14
121017;18110750510238;2019-06-16;14
121017;18110750510238;2019-06-17;14
121017;18110750510238;2019-06-18;14
121017;18110750510238;2019-06-19;14
121017;18110750510238;2019-06-20;14
121017;18110750510238;2019-06-21;14
121017;18110750510238;2019-06-22;14
121017;18110750510238;2019-06-23;14
121017;18110750510238;2019-06-24;14
121017;18110750510238;2019-06-25;14
121017;18110750510238;2019-06-26;14
121017;18110750510238;2019-06-27;14
121017;18112750200744;2019-07-03;1
121017;18112750200744;2019-08-17;1
121017;18112750200744;2019-08-18;1
121017;18112750200744;2019-08-19;1
121017;18112750200744;2019-08-20;1
121017;18112750200744;2019-08-21;1
121017;18112750200744;2019-08-22;1
121017;18112750200744;2019-07-27;1
121017;18112750200744;2019-07-28;1
121017;18112750200744;2019-07-29;1
121017;18112750200744;2019-07-30;1
121017;18112750200744;2019-07-31;1
121017;18112750200744;2019-08-01;1
121017;18112750200744;2019-08-02;1
121017;18112750200744;2019-08-03;1
121017;18112750200744;2019-08-04;1
121017;18112750200744;2019-08-05;1
121017;18112750200744;2019-08-06;1
121017;18112750200744;2019-08-07;1
121017;18112750200744;2019-08-08;1
121017;18112750200744;2019-08-09;1
121017;18112750200744;2019-08-10;1
121017;18112750200744;2019-08-11;1
121017;18112750200744;2019-08-12;1
121017;18112750200744;2019-08-13;1
121017;18112750200744;2019-08-14;1
121017;18112750200744;2019-08-15;1
121017;18112750200744;2019-08-16;1
121017;18112750200744;2019-07-23;1
121017;18112750200744;2019-07-24;1
121017;18112750200744;2019-07-25;1
121017;18112750200744;2019-07-26;1
121017;18112750200744;2019-06-28;1
121017;18112750200744;2019-06-29;1
121017;18112750200744;2019-06-30;1
121017;18112750200744;2019-07-01;1
121017;18112750200744;2019-07-02;1
121017;18112750200744;2019-07-04;1
121017;18112750200744;2019-07-05;1
121017;18112750200744;2019-07-06;1
121017;18112750200744;2019-07-07;1
121017;18112750200744;2019-07-08;1
121017;18112750200744;2019-07-09;1
121017;18112750200744;2019-07-10;1
121017;18112750200744;2019-07-11;1
121017;18112750200744;2019-07-12;1
121017;18112750200744;2019-07-13;1
121017;18112750200744;2019-07-14;1
121017;18112750200744;2019-07-15;1
121017;18112750200744;2019-07-16;1
121017;18112750200744;2019-07-17;1
121017;18112750200744;2019-07-18;1
121017;18112750200744;2019-07-19;1
121017;18112750200744;2019-07-20;1
121017;18112750200744;2019-07-21;1
121017;18112750200744;2019-07-22;1
121017;18112750200744;2019-06-01;1
121017;18112750200744;2019-06-02;1
121017;18112750200744;2019-06-03;1
121017;18112750200744;2019-06-04;1
121017;18112750200744;2019-06-05;1
121017;18112750200744;2019-06-06;1
121017;18112750200744;2019-06-07;1
121017;18112750200744;2019-06-08;1
121017;18112750200744;2019-06-09;1
121017;18112750200744;2019-06-10;1
121017;18112750200744;2019-06-11;1
121017;18112750200744;2019-06-12;1
121017;18112750200744;2019-06-13;1
121017;18112750200744;2019-06-14;1
121017;18112750200744;2019-06-15;1
121017;18112750200744;2019-06-16;1
121017;18112750200744;2019-06-17;1
121017;18112750200744;2019-06-18;1
121017;18112750200744;2019-06-19;1
121017;18112750200744;2019-06-20;1
121017;18112750200744;2019-06-21;1
121017;18112750200744;2019-06-22;1
121017;18112750200744;2019-06-23;1
121017;18112750200744;2019-06-24;1
121017;18112750200744;2019-06-25;1
121017;18112750200744;2019-06-26;1
121017;18112750200744;2019-06-27;1
121017;18112750200746;2019-07-03;1
121017;18112750200746;2019-08-17;1
121017;18112750200746;2019-08-18;1
121017;18112750200746;2019-08-19;1
121017;18112750200746;2019-08-20;1
121017;18112750200746;2019-08-21;1
121017;18112750200746;2019-08-22;1
121017;18112750200746;2019-07-27;1
121017;18112750200746;2019-07-28;1
121017;18112750200746;2019-07-29;1
121017;18112750200746;2019-07-30;1
121017;18112750200746;2019-07-31;1
121017;18112750200746;2019-08-01;1
121017;18112750200746;2019-08-02;1
121017;18112750200746;2019-08-03;1
121017;18112750200746;2019-08-04;1
121017;18112750200746;2019-08-05;1
121017;18112750200746;2019-08-06;1
121017;18112750200746;2019-08-07;1
121017;18112750200746;2019-08-08;1
121017;18112750200746;2019-08-09;1
121017;18112750200746;2019-08-10;1
121017;18112750200746;2019-08-11;1
121017;18112750200746;2019-08-12;1
121017;18112750200746;2019-08-13;1
121017;18112750200746;2019-08-14;1
121017;18112750200746;2019-08-15;1
121017;18112750200746;2019-08-16;1
121017;18112750200746;2019-07-23;1
121017;18112750200746;2019-07-24;1
121017;18112750200746;2019-07-25;1
121017;18112750200746;2019-07-26;1
121017;18112750200746;2019-06-28;1
121017;18112750200746;2019-06-29;1
121017;18112750200746;2019-06-30;1
121017;18112750200746;2019-07-01;1
121017;18112750200746;2019-07-02;1
121017;18112750200746;2019-07-04;1
121017;18112750200746;2019-07-05;1
121017;18112750200746;2019-07-06;1
121017;18112750200746;2019-07-07;1
121017;18112750200746;2019-07-08;1
121017;18112750200746;2019-07-09;1
